task_id,system,model_id,seed,n_calls,in_tok,fresh_tok,out_tok
G04_16s_taxonomic_collapse,deepseek_baseline,deepseek-v4-flash,1,10,68829,11255,5752
A05_leiden_clustering,deepseek_baseline,deepseek-v4-flash,1,7,19661,4492,1999
E05_bulk_metabol_multivariate,deepseek_baseline,deepseek-v4-flash,0,13,60492,10452,6249
B01_full_pipeline,deepseek_baseline,deepseek-v4-pro,2,44,854976,39846,20419
B04_multi_method_batch_correction,deepseek_baseline,deepseek-v4-pro,1,32,405217,23455,10938
B03_diff_expression,deepseek_baseline,deepseek-v4-flash,2,11,69674,13958,4350
B08_aucell_pathway_scoring,deepseek_baseline,deepseek-v4-pro,1,8,29739,6657,3481
E05_bulk_metabol_multivariate,deepseek_baseline,deepseek-v4-pro,1,16,77393,8687,5488
B01_full_pipeline,deepseek_baseline,deepseek-v4-flash,0,9,37248,7682,4920
L02_foundation_model_celltype_annotation,deepseek_baseline,deepseek-v4-pro,2,40,2153883,385781,18548
G02_multi_method_da,deepseek_baseline,deepseek-v4-flash,2,9,342350,109460,5903
C04_spatial_trajectory_stt,deepseek_baseline,deepseek-v4-pro,0,25,306758,28222,17935
L01_foundation_model_cell_embedding,deepseek_baseline,deepseek-v4-pro,1,42,4366920,318474,11890
G01_16s_diversity,deepseek_baseline,deepseek-v4-flash,2,16,106629,12308,8168
B06_reference_annotation,deepseek_baseline,deepseek-v4-pro,0,12,90940,15988,6666
A03_hvg,deepseek_baseline,deepseek-v4-pro,0,7,15374,3083,1503
B05_multi_method_annotation,deepseek_baseline,deepseek-v4-pro,0,20,177427,20672,12403
F02_multi_method_trajectory,deepseek_baseline,deepseek-v4-flash,0,16,125199,17178,9443
B01_full_pipeline,deepseek_baseline,deepseek-v4-flash,2,17,138530,15861,11675
G02_multi_method_da,deepseek_baseline,deepseek-v4-pro,2,18,228750,23718,13192
L02_foundation_model_celltype_annotation,deepseek_baseline,deepseek-v4-pro,1,29,750136,58203,19994
B12_metacells_aggregation,deepseek_baseline,deepseek-v4-flash,0,18,130547,13954,9415
E04_bulk_wgcna,deepseek_baseline,deepseek-v4-pro,2,16,828985,113971,11591
C04_spatial_trajectory_stt,codex_baseline,gpt-5.5,0,5,10962,4844,3168
B09_cnmf_gene_programs,codex_baseline,gpt-5.5,0,2,5325,4384,2926
B11_scrna_cell_cell_communication,codex_baseline,gpt-5.5,1,3,8690,6207,3755
B08_aucell_pathway_scoring,codex_baseline,gpt-5.5,1,4,8976,3734,2006
B10_gene_regulatory_network,codex_baseline,gpt-5.5,2,3,9334,6784,4925
C05_spatial_celltype_deconvolution,codex_baseline,gpt-5.5,0,3,9935,6011,2797
B01_full_pipeline,codex_baseline,gpt-5.5,2,6,26194,6419,5569
C01_visium_spatial_domain,codex_baseline,gpt-5.5,1,16,150279,15619,14407
A03_hvg,codex_baseline,gpt-5.5,0,2,1981,1229,614
B06_reference_annotation,codex_baseline,gpt-5.5,2,3,13160,6485,3798
A02_normalize_log,codex_baseline,gpt-5.5,1,2,1860,1071,395
E07_ppi_network,codex_baseline,gpt-5.5,0,4,10398,6151,3996
C01_visium_spatial_domain,codex_baseline,gpt-5.5,0,3,9933,5249,4960
L04_foundation_model_perturbation_response,codex_baseline,gpt-5.5,1,5,24320,8807,6323
C02_visium_hd_svg,codex_baseline,gpt-5.5,1,3,5858,3745,3114
A01_qc_filter,codex_baseline,gpt-5.5,0,5,18841,7066,6286
B02_subset_recluster,codex_baseline,gpt-5.5,2,3,5448,2871,1361
F01_multi_mode_velocity,codex_baseline,gpt-5.5,1,5,14043,5602,4487
F02_multi_method_trajectory,codex_baseline,gpt-5.5,2,4,11188,5326,4282
A03_hvg,codex_baseline,gpt-5.5,1,2,2003,1198,594
L04_foundation_model_perturbation_response,codex_baseline,gpt-5.5,0,7,38072,11183,7389
C03_spatial_ccc,codex_baseline,gpt-5.5,0,6,23248,9239,7274
L03_foundation_model_zero_shot_inference,codex_baseline,gpt-5.5,0,8,47052,10162,5972
L01_foundation_model_cell_embedding,codex_baseline,gpt-5.5,2,6,37271,14174,4741
B01_full_pipeline,codex_baseline,gpt-5.5,1,3,17141,8524,4664
A05_leiden_clustering,codex_baseline,gpt-5.5,0,3,13580,6822,3157
B04_multi_method_batch_correction,codex_baseline,gpt-5.5,2,3,4621,2109,1281
G04_16s_taxonomic_collapse,codex_baseline,gpt-5.5,2,2,3377,2320,1219
B03_diff_expression,codex_baseline,gpt-5.5,1,9,72187,16162,8239
L01_foundation_model_cell_embedding,codex_baseline,gpt-5.5,0,3,6092,3383,2381
B03_diff_expression,codex_baseline,gpt-5.5,2,7,26361,7235,3313
A04_pca_neighbors_umap,codex_baseline,gpt-5.5,2,4,8100,2843,1655
G02_multi_method_da,codex_baseline,gpt-5.5,0,4,11796,4977,3434
B03_diff_expression,codex_baseline,gpt-5.5,0,5,20861,7301,4125
A05_leiden_clustering,codex_baseline,gpt-5.5,2,2,5116,4191,2344
A05_leiden_clustering,codex_baseline,gpt-5.5,1,2,4212,3287,2473
E07_ppi_network,codex_baseline,gpt-5.5,2,4,12315,6001,2638
E05_bulk_metabol_multivariate,codex_baseline,gpt-5.5,0,8,48331,11455,9375
E04_bulk_wgcna,codex_baseline,gpt-5.5,1,4,18709,7364,5786
L03_foundation_model_zero_shot_inference,codex_baseline,gpt-5.5,2,9,64966,12500,7878
C02_visium_hd_svg,codex_baseline,gpt-5.5,0,4,9358,4597,3287
G04_16s_taxonomic_collapse,codex_baseline,gpt-5.5,0,2,3233,2176,1314
B09_cnmf_gene_programs,codex_baseline,gpt-5.5,2,3,7471,4686,2994
B11_scrna_cell_cell_communication,codex_baseline,gpt-5.5,2,3,7685,5168,4194
G05_phylogenetic_diversity,codex_baseline,gpt-5.5,1,3,6749,4042,3110
G01_16s_diversity,codex_baseline,gpt-5.5,0,2,4267,3223,2156
F01_multi_mode_velocity,codex_baseline,gpt-5.5,2,7,24252,7126,5542
C05_spatial_celltype_deconvolution,codex_baseline,gpt-5.5,1,3,15780,8800,2936
L03_foundation_model_zero_shot_inference,codex_baseline,gpt-5.5,1,5,23456,7473,4000
B06_reference_annotation,codex_baseline,gpt-5.5,0,2,4125,3122,2171
E03_bulk_de_multi_method,codex_baseline,gpt-5.5,2,3,6325,3726,2423
C04_spatial_trajectory_stt,codex_baseline,gpt-5.5,1,4,8836,4725,2567
E07_ppi_network,codex_baseline,gpt-5.5,1,4,9827,4806,2426
G05_phylogenetic_diversity,codex_baseline,gpt-5.5,2,4,43991,15439,5938
E05_bulk_metabol_multivariate,codex_baseline,gpt-5.5,2,5,12988,4677,3326
E01_bulk_deconvolution,codex_baseline,gpt-5.5,0,5,17111,7396,5371
F04_multi_backend_pseudotime,codex_baseline,gpt-5.5,0,7,42263,12701,11125
F03_paga_pseudotime,codex_baseline,gpt-5.5,0,3,6610,4249,3012
F01_multi_mode_velocity,codex_baseline,gpt-5.5,0,4,12618,5555,4099
E06_pathway_enrichment,codex_baseline,gpt-5.5,2,5,19625,8099,4354
L02_foundation_model_celltype_annotation,codex_baseline,gpt-5.5,1,6,27551,9040,4313
A04_pca_neighbors_umap,codex_baseline,gpt-5.5,1,4,5866,2021,1286
E01_bulk_deconvolution,codex_baseline,gpt-5.5,1,4,15480,8018,6738
E01_bulk_deconvolution,codex_baseline,gpt-5.5,2,6,37290,12137,9592
B04_multi_method_batch_correction,codex_baseline,gpt-5.5,1,6,19016,5421,3849
A04_pca_neighbors_umap,codex_baseline,gpt-5.5,0,2,2312,1535,901
B09_cnmf_gene_programs,codex_baseline,gpt-5.5,1,2,5390,4449,3092
L02_foundation_model_celltype_annotation,codex_baseline,gpt-5.5,0,3,8109,5483,4063
G05_phylogenetic_diversity,codex_baseline,gpt-5.5,0,2,4240,3204,2623
G01_16s_diversity,codex_baseline,gpt-5.5,1,2,4130,3086,1949
F02_multi_method_trajectory,codex_baseline,gpt-5.5,1,3,6800,4338,3707
B02_subset_recluster,codex_baseline,gpt-5.5,0,2,2661,1876,1032
A02_normalize_log,codex_baseline,gpt-5.5,0,2,1853,1116,531
E02_bulk2single_synthesis,codex_baseline,gpt-5.5,0,6,28726,10064,6287
G02_multi_method_da,codex_baseline,gpt-5.5,1,3,7735,4977,3431
C01_visium_spatial_domain,codex_baseline,gpt-5.5,2,10,70430,11839,11646
B05_multi_method_annotation,codex_baseline,gpt-5.5,2,4,16801,8291,4460
C05_spatial_celltype_deconvolution,codex_baseline,gpt-5.5,2,4,29297,11558,3701
A02_normalize_log,codex_baseline,gpt-5.5,2,2,1839,1050,608
A03_hvg,codex_baseline,gpt-5.5,2,2,2014,1209,599
E06_pathway_enrichment,codex_baseline,gpt-5.5,0,3,6513,3914,2847
A01_qc_filter,codex_baseline,gpt-5.5,1,4,12284,5926,5188
G03_16s_ordination_pcoa,codex_baseline,gpt-5.5,0,2,4251,3205,2532
B10_gene_regulatory_network,codex_baseline,gpt-5.5,0,6,45191,14012,11443
B01_full_pipeline,codex_baseline,gpt-5.5,0,2,6437,5495,4453
E04_bulk_wgcna,codex_baseline,gpt-5.5,2,4,18595,7208,5408
B05_multi_method_annotation,codex_baseline,gpt-5.5,0,5,24681,10650,5801
B05_multi_method_annotation,codex_baseline,gpt-5.5,1,5,26855,10130,6042
F03_paga_pseudotime,codex_baseline,gpt-5.5,2,4,8486,4062,3508
E03_bulk_de_multi_method,codex_baseline,gpt-5.5,1,3,6255,3730,2775
B04_multi_method_batch_correction,codex_baseline,gpt-5.5,0,3,7363,4639,2917
B12_metacells_aggregation,codex_baseline,gpt-5.5,0,3,6790,3894,2717
A01_qc_filter,codex_baseline,gpt-5.5,2,3,7260,4672,3149
C02_visium_hd_svg,codex_baseline,gpt-5.5,2,5,11061,4640,3120
E03_bulk_de_multi_method,codex_baseline,gpt-5.5,0,3,10441,5978,4803
G03_16s_ordination_pcoa,codex_baseline,gpt-5.5,2,5,17033,5841,4717
G01_16s_diversity,codex_baseline,gpt-5.5,2,2,4272,3228,2173
G04_16s_taxonomic_collapse,codex_baseline,gpt-5.5,1,2,3194,2137,1059
E06_pathway_enrichment,codex_baseline,gpt-5.5,1,11,67601,12798,6424
B06_reference_annotation,codex_baseline,gpt-5.5,1,2,5210,4207,2491
B10_gene_regulatory_network,codex_baseline,gpt-5.5,1,4,19629,10673,8839
L02_foundation_model_celltype_annotation,codex_baseline,gpt-5.5,2,8,73595,17457,11874
B02_subset_recluster,codex_baseline,gpt-5.5,1,2,2702,1865,1097
G03_16s_ordination_pcoa,codex_baseline,gpt-5.5,1,2,4147,3101,2404
E05_bulk_metabol_multivariate,codex_baseline,gpt-5.5,1,4,10309,5404,3351
F04_multi_backend_pseudotime,codex_baseline,gpt-5.5,2,5,22472,9225,8120
F03_paga_pseudotime,codex_baseline,gpt-5.5,1,4,13440,6674,4627
L01_foundation_model_cell_embedding,codex_baseline,gpt-5.5,1,10,231161,34778,5190
G02_multi_method_da,codex_baseline,gpt-5.5,2,4,16094,7893,5496
B08_aucell_pathway_scoring,codex_baseline,gpt-5.5,0,2,3598,2659,1597
B11_scrna_cell_cell_communication,codex_baseline,gpt-5.5,0,3,7344,4780,3501
E04_bulk_wgcna,codex_baseline,gpt-5.5,0,3,8147,4929,3408
L04_foundation_model_perturbation_response,codex_baseline,gpt-5.5,2,6,33107,10441,7042
C04_spatial_trajectory_stt,codex_baseline,gpt-5.5,2,8,25528,7078,4629
F04_multi_backend_pseudotime,codex_baseline,gpt-5.5,1,3,6820,4539,3396
B07_gpt_celltype_annotation,codex_baseline,gpt-5.5,0,4,9976,5822,3632
B08_aucell_pathway_scoring,codex_baseline,gpt-5.5,2,3,5523,2931,1306
F02_multi_method_trajectory,codex_baseline,gpt-5.5,0,3,6306,3884,2819
B09_cnmf_gene_programs,minimax_baseline,MiniMax-M2.7,1,13,59632,8865,6583
A05_leiden_clustering,minimax_baseline,MiniMax-M2.7,2,6,15740,4155,1771
F02_multi_method_trajectory,minimax_baseline,MiniMax-M2.7,0,7,93022,24624,3483
A02_normalize_log,minimax_baseline,MiniMax-M2.7,2,5,8605,2686,1321
G03_16s_ordination_pcoa,minimax_baseline,MiniMax-M2.7,1,44,495542,21772,15327
B04_multi_method_batch_correction,minimax_baseline,MiniMax-M2.7,0,19,678178,113178,6852
A01_qc_filter,minimax_baseline,MiniMax-M2.7,1,30,226872,17117,10701
A01_qc_filter,minimax_baseline,MiniMax-M2.7,2,50,979366,40551,25782
B06_reference_annotation,minimax_baseline,MiniMax-M2.7,2,18,157016,14684,7414
E07_ppi_network,minimax_baseline,MiniMax-M2.7,1,25,253745,21357,14159
B03_diff_expression,minimax_baseline,MiniMax-M2.7,1,17,87843,10348,6125
F03_paga_pseudotime,minimax_baseline,MiniMax-M2.7,2,18,109151,12114,7377
B05_multi_method_annotation,minimax_baseline,MiniMax-M2.7,2,31,343522,23742,14146
A04_pca_neighbors_umap,minimax_baseline,MiniMax-M2.7,2,4,7038,2461,1021
L01_foundation_model_cell_embedding,minimax_baseline,MiniMax-M2.7,1,50,658614,36653,16884
C04_spatial_trajectory_stt,minimax_baseline,MiniMax-M2.7,0,28,288767,20176,10982
B01_full_pipeline,minimax_baseline,MiniMax-M2.7,1,22,157794,13415,9319
B09_cnmf_gene_programs,minimax_baseline,MiniMax-M2.7,0,12,66871,10147,7066
B03_diff_expression,minimax_baseline,MiniMax-M2.7,0,22,117437,12297,7178
E05_bulk_metabol_multivariate,minimax_baseline,MiniMax-M2.7,1,15,66358,8391,4398
E01_bulk_deconvolution,minimax_baseline,MiniMax-M2.7,1,17,136738,17004,11362
G05_phylogenetic_diversity,minimax_baseline,MiniMax-M2.7,2,29,1106160,68437,12293
L02_foundation_model_celltype_annotation,minimax_baseline,MiniMax-M2.7,2,44,1371790,148756,15078
B02_subset_recluster,minimax_baseline,MiniMax-M2.7,2,4,6878,2341,1045
G05_phylogenetic_diversity,minimax_baseline,MiniMax-M2.7,0,37,1557704,95213,12073
A03_hvg,minimax_baseline,MiniMax-M2.7,0,10,28194,4722,2859
L03_foundation_model_zero_shot_inference,minimax_baseline,MiniMax-M2.7,0,31,318718,22136,11816
B09_cnmf_gene_programs,minimax_baseline,MiniMax-M2.7,2,12,81086,11614,5691
F03_paga_pseudotime,minimax_baseline,MiniMax-M2.7,0,20,128497,12277,6773
C04_spatial_trajectory_stt,minimax_baseline,MiniMax-M2.7,2,26,350519,29559,13864
B02_subset_recluster,minimax_baseline,MiniMax-M2.7,0,4,6454,2353,840
F01_multi_mode_velocity,minimax_baseline,MiniMax-M2.7,2,20,163324,16545,7041
C05_spatial_celltype_deconvolution,minimax_baseline,MiniMax-M2.7,0,32,406472,27496,20702
E03_bulk_de_multi_method,minimax_baseline,MiniMax-M2.7,0,25,237489,21449,14555
L02_foundation_model_celltype_annotation,minimax_baseline,MiniMax-M2.7,1,36,783994,91181,19755
E06_pathway_enrichment,minimax_baseline,MiniMax-M2.7,1,48,624893,29740,17331
C05_spatial_celltype_deconvolution,minimax_baseline,MiniMax-M2.7,1,12,96370,12534,3984
L04_foundation_model_perturbation_response,minimax_baseline,MiniMax-M2.7,2,51,1032401,52308,21028
E05_bulk_metabol_multivariate,minimax_baseline,MiniMax-M2.7,2,10,56514,11745,8048
E04_bulk_wgcna,minimax_baseline,MiniMax-M2.7,1,32,525339,36663,13199
B10_gene_regulatory_network,minimax_baseline,MiniMax-M2.7,2,25,135732,10963,4989
F03_paga_pseudotime,minimax_baseline,MiniMax-M2.7,1,18,103816,11422,6094
F04_multi_backend_pseudotime,minimax_baseline,MiniMax-M2.7,1,22,146942,14638,6953
G05_phylogenetic_diversity,minimax_baseline,MiniMax-M2.7,1,31,298147,20689,14446
A01_qc_filter,minimax_baseline,MiniMax-M2.7,0,38,472327,28672,14527
F04_multi_backend_pseudotime,minimax_baseline,MiniMax-M2.7,2,17,107008,12381,8867
A05_leiden_clustering,minimax_baseline,MiniMax-M2.7,0,15,85122,10532,6929
G02_multi_method_da,minimax_baseline,MiniMax-M2.7,2,15,108330,14845,6639
B11_scrna_cell_cell_communication,minimax_baseline,MiniMax-M2.7,1,16,108615,14708,9143
E03_bulk_de_multi_method,minimax_baseline,MiniMax-M2.7,1,23,221020,22661,20219
G04_16s_taxonomic_collapse,minimax_baseline,MiniMax-M2.7,0,9,46423,8634,4060
B11_scrna_cell_cell_communication,minimax_baseline,MiniMax-M2.7,2,18,146304,16063,11523
B04_multi_method_batch_correction,minimax_baseline,MiniMax-M2.7,2,40,486849,29546,16785
C01_visium_spatial_domain,minimax_baseline,MiniMax-M2.7,1,40,542529,28759,20044
A03_hvg,minimax_baseline,MiniMax-M2.7,1,16,55464,5831,3171
L03_foundation_model_zero_shot_inference,minimax_baseline,MiniMax-M2.7,2,12,52127,8129,1527
L02_foundation_model_celltype_annotation,minimax_baseline,MiniMax-M2.7,0,50,1159971,57279,32201
A04_pca_neighbors_umap,minimax_baseline,MiniMax-M2.7,0,7,15301,3395,1833
L03_foundation_model_zero_shot_inference,minimax_baseline,MiniMax-M2.7,1,19,192207,23323,4244
B11_scrna_cell_cell_communication,minimax_baseline,MiniMax-M2.7,0,50,1127271,47672,21181
B06_reference_annotation,minimax_baseline,MiniMax-M2.7,1,25,302329,24938,14831
E06_pathway_enrichment,minimax_baseline,MiniMax-M2.7,2,40,579394,27816,12734
B05_multi_method_annotation,minimax_baseline,MiniMax-M2.7,0,27,329198,29298,15528
B04_multi_method_batch_correction,minimax_baseline,MiniMax-M2.7,1,24,223754,17594,7964
L04_foundation_model_perturbation_response,minimax_baseline,MiniMax-M2.7,0,50,949166,67630,33516
F02_multi_method_trajectory,minimax_baseline,MiniMax-M2.7,2,31,317448,22356,10969
C01_visium_spatial_domain,minimax_baseline,MiniMax-M2.7,2,41,452366,24513,16955
G01_16s_diversity,minimax_baseline,MiniMax-M2.7,2,11,40322,7140,4119
F02_multi_method_trajectory,minimax_baseline,MiniMax-M2.7,1,50,1161969,51489,24211
E05_bulk_metabol_multivariate,minimax_baseline,MiniMax-M2.7,0,13,60591,9668,4728
L01_foundation_model_cell_embedding,minimax_baseline,MiniMax-M2.7,2,26,330372,22792,4406
C05_spatial_celltype_deconvolution,minimax_baseline,MiniMax-M2.7,2,18,147393,16168,9971
C04_spatial_trajectory_stt,minimax_baseline,MiniMax-M2.7,1,21,166983,17031,9946
G02_multi_method_da,minimax_baseline,MiniMax-M2.7,0,18,161805,19634,8603
B06_reference_annotation,minimax_baseline,MiniMax-M2.7,0,12,59778,9848,5558
A02_normalize_log,minimax_baseline,MiniMax-M2.7,1,6,11167,2816,1798
G02_multi_method_da,minimax_baseline,MiniMax-M2.7,1,12,68707,11120,6778
L01_foundation_model_cell_embedding,minimax_baseline,MiniMax-M2.7,0,50,883328,38412,16923
C02_visium_hd_svg,minimax_baseline,MiniMax-M2.7,1,26,196137,15610,9329
E03_bulk_de_multi_method,minimax_baseline,MiniMax-M2.7,2,42,437719,19796,15004
E04_bulk_wgcna,minimax_baseline,MiniMax-M2.7,2,36,377366,21361,10486
A02_normalize_log,minimax_baseline,MiniMax-M2.7,0,6,10452,2828,1855
G01_16s_diversity,minimax_baseline,MiniMax-M2.7,0,8,29206,6114,3930
B01_full_pipeline,minimax_baseline,MiniMax-M2.7,0,26,223621,16798,12284
C01_visium_spatial_domain,minimax_baseline,MiniMax-M2.7,0,50,949888,41969,31475
L04_foundation_model_perturbation_response,minimax_baseline,MiniMax-M2.7,1,50,581887,27833,20228
E04_bulk_wgcna,minimax_baseline,MiniMax-M2.7,0,30,309090,22590,13512
F01_multi_mode_velocity,minimax_baseline,MiniMax-M2.7,0,33,1560301,71933,11288
G04_16s_taxonomic_collapse,minimax_baseline,MiniMax-M2.7,2,11,44781,7302,4011
C02_visium_hd_svg,minimax_baseline,MiniMax-M2.7,2,24,210181,18517,10726
F04_multi_backend_pseudotime,minimax_baseline,MiniMax-M2.7,0,20,97763,9274,6962
E07_ppi_network,minimax_baseline,MiniMax-M2.7,2,41,590617,32823,17488
F01_multi_mode_velocity,minimax_baseline,MiniMax-M2.7,1,23,130950,10531,5483
E01_bulk_deconvolution,minimax_baseline,MiniMax-M2.7,0,16,130687,20703,9898
B02_subset_recluster,minimax_baseline,MiniMax-M2.7,1,4,6829,2333,974
C02_visium_hd_svg,minimax_baseline,MiniMax-M2.7,0,21,136067,12021,6343
B10_gene_regulatory_network,minimax_baseline,MiniMax-M2.7,0,50,603459,27609,15004
G01_16s_diversity,minimax_baseline,MiniMax-M2.7,1,12,50253,8304,5276
A05_leiden_clustering,minimax_baseline,MiniMax-M2.7,1,14,77390,9914,6106
E07_ppi_network,minimax_baseline,MiniMax-M2.7,0,17,109557,12106,6896
E06_pathway_enrichment,minimax_baseline,MiniMax-M2.7,0,38,628864,36160,22329
E01_bulk_deconvolution,minimax_baseline,MiniMax-M2.7,2,18,105861,11354,5638
B01_full_pipeline,minimax_baseline,MiniMax-M2.7,2,27,274530,20461,11849
B08_aucell_pathway_scoring,minimax_baseline,MiniMax-M2.7,2,7,31459,6911,3494
A03_hvg,minimax_baseline,MiniMax-M2.7,2,5,10914,3405,1783
B08_aucell_pathway_scoring,minimax_baseline,MiniMax-M2.7,0,10,35464,6173,3474
G03_16s_ordination_pcoa,minimax_baseline,MiniMax-M2.7,2,15,84594,11270,8175
B03_diff_expression,minimax_baseline,MiniMax-M2.7,2,30,315901,24646,13061
G03_16s_ordination_pcoa,minimax_baseline,MiniMax-M2.7,0,13,68480,9654,5800
B10_gene_regulatory_network,minimax_baseline,MiniMax-M2.7,1,37,2056451,161055,13250
G04_16s_taxonomic_collapse,minimax_baseline,MiniMax-M2.7,1,7,27988,6682,3481
B08_aucell_pathway_scoring,minimax_baseline,MiniMax-M2.7,1,5,12395,4487,2688
A04_pca_neighbors_umap,minimax_baseline,MiniMax-M2.7,1,4,7289,2651,1301
B05_multi_method_annotation,minimax_baseline,MiniMax-M2.7,1,45,842001,35515,22878
B09_cnmf_gene_programs,minimax_omicverse,MiniMax-M2.7,1,8,76286,14633,5046
A05_leiden_clustering,minimax_omicverse,MiniMax-M2.7,2,5,23686,6159,2061
F02_multi_method_trajectory,minimax_omicverse,MiniMax-M2.7,0,34,963427,41295,17951
A02_normalize_log,minimax_omicverse,MiniMax-M2.7,2,5,35226,11140,1813
G03_16s_ordination_pcoa,minimax_omicverse,MiniMax-M2.7,1,11,101625,14176,4810
B04_multi_method_batch_correction,minimax_omicverse,MiniMax-M2.7,0,11,139863,19037,4950
A01_qc_filter,minimax_omicverse,MiniMax-M2.7,1,23,241313,19230,8381
A01_qc_filter,minimax_omicverse,MiniMax-M2.7,2,31,436450,28202,12993
B06_reference_annotation,minimax_omicverse,MiniMax-M2.7,2,29,1032888,57222,24950
E07_ppi_network,minimax_omicverse,MiniMax-M2.7,1,49,1650087,67751,41139
B03_diff_expression,minimax_omicverse,MiniMax-M2.7,1,18,156963,14681,5567
F03_paga_pseudotime,minimax_omicverse,MiniMax-M2.7,2,19,283379,25578,6942
B05_multi_method_annotation,minimax_omicverse,MiniMax-M2.7,2,27,708265,52459,14127
A04_pca_neighbors_umap,minimax_omicverse,MiniMax-M2.7,2,8,160178,24655,3167
L01_foundation_model_cell_embedding,minimax_omicverse,MiniMax-M2.7,1,25,458903,30165,7113
C04_spatial_trajectory_stt,minimax_omicverse,MiniMax-M2.7,0,27,531103,35405,8492
B01_full_pipeline,minimax_omicverse,MiniMax-M2.7,1,29,944040,127439,21070
B09_cnmf_gene_programs,minimax_omicverse,MiniMax-M2.7,0,30,630404,34749,20198
B03_diff_expression,minimax_omicverse,MiniMax-M2.7,0,44,796573,34653,16187
E05_bulk_metabol_multivariate,minimax_omicverse,MiniMax-M2.7,1,21,403494,32496,5971
E01_bulk_deconvolution,minimax_omicverse,MiniMax-M2.7,1,10,194786,34168,5094
G05_phylogenetic_diversity,minimax_omicverse,MiniMax-M2.7,2,15,142583,15823,8179
L02_foundation_model_celltype_annotation,minimax_omicverse,MiniMax-M2.7,2,21,390378,36133,8132
B02_subset_recluster,minimax_omicverse,MiniMax-M2.7,2,4,15851,4744,1042
G05_phylogenetic_diversity,minimax_omicverse,MiniMax-M2.7,0,25,287560,21966,10427
A03_hvg,minimax_omicverse,MiniMax-M2.7,0,5,25416,6378,1430
L03_foundation_model_zero_shot_inference,minimax_omicverse,MiniMax-M2.7,0,31,488005,28456,7469
B09_cnmf_gene_programs,minimax_omicverse,MiniMax-M2.7,2,16,282291,24666,6734
F03_paga_pseudotime,minimax_omicverse,MiniMax-M2.7,0,16,412586,39712,13005
C04_spatial_trajectory_stt,minimax_omicverse,MiniMax-M2.7,2,30,812510,48017,12530
B02_subset_recluster,minimax_omicverse,MiniMax-M2.7,0,4,15975,4790,1053
F01_multi_mode_velocity,minimax_omicverse,MiniMax-M2.7,2,18,290961,30183,13441
C05_spatial_celltype_deconvolution,minimax_omicverse,MiniMax-M2.7,0,12,197253,29277,6155
E03_bulk_de_multi_method,minimax_omicverse,MiniMax-M2.7,0,19,376395,32447,14858
L02_foundation_model_celltype_annotation,minimax_omicverse,MiniMax-M2.7,1,50,1282555,46009,16570
E06_pathway_enrichment,minimax_omicverse,MiniMax-M2.7,1,22,514685,44690,7923
C05_spatial_celltype_deconvolution,minimax_omicverse,MiniMax-M2.7,1,22,486065,36963,10208
L04_foundation_model_perturbation_response,minimax_omicverse,MiniMax-M2.7,2,49,989845,44726,20501
E05_bulk_metabol_multivariate,minimax_omicverse,MiniMax-M2.7,2,22,491224,37156,7741
E04_bulk_wgcna,minimax_omicverse,MiniMax-M2.7,1,35,977462,57868,34524
B10_gene_regulatory_network,minimax_omicverse,MiniMax-M2.7,2,25,1475851,102424,11201
F03_paga_pseudotime,minimax_omicverse,MiniMax-M2.7,1,15,113758,12657,7016
F04_multi_backend_pseudotime,minimax_omicverse,MiniMax-M2.7,1,21,651442,44620,10842
G05_phylogenetic_diversity,minimax_omicverse,MiniMax-M2.7,1,34,668665,34346,8672
A01_qc_filter,minimax_omicverse,MiniMax-M2.7,0,28,653349,39891,16053
F04_multi_backend_pseudotime,minimax_omicverse,MiniMax-M2.7,2,22,673785,45809,11892
A05_leiden_clustering,minimax_omicverse,MiniMax-M2.7,0,8,41102,7189,2944
G02_multi_method_da,minimax_omicverse,MiniMax-M2.7,2,14,129188,16509,7888
B11_scrna_cell_cell_communication,minimax_omicverse,MiniMax-M2.7,1,8,115825,20374,3451
E03_bulk_de_multi_method,minimax_omicverse,MiniMax-M2.7,1,18,183496,17357,8146
G04_16s_taxonomic_collapse,minimax_omicverse,MiniMax-M2.7,0,7,46017,9461,3473
B11_scrna_cell_cell_communication,minimax_omicverse,MiniMax-M2.7,2,5,32295,9213,886
B04_multi_method_batch_correction,minimax_omicverse,MiniMax-M2.7,2,9,117454,18883,4424
C01_visium_spatial_domain,minimax_omicverse,MiniMax-M2.7,1,36,860970,45765,20504
A03_hvg,minimax_omicverse,MiniMax-M2.7,1,6,25752,5169,1268
L03_foundation_model_zero_shot_inference,minimax_omicverse,MiniMax-M2.7,2,32,597632,40483,9943
L02_foundation_model_celltype_annotation,minimax_omicverse,MiniMax-M2.7,0,34,562300,29287,9915
A04_pca_neighbors_umap,minimax_omicverse,MiniMax-M2.7,0,2,7141,3963,813
L03_foundation_model_zero_shot_inference,minimax_omicverse,MiniMax-M2.7,1,45,4968780,191083,12917
B11_scrna_cell_cell_communication,minimax_omicverse,MiniMax-M2.7,0,10,76430,10468,2292
B06_reference_annotation,minimax_omicverse,MiniMax-M2.7,1,7,56951,12715,5327
E06_pathway_enrichment,minimax_omicverse,MiniMax-M2.7,2,13,228218,29613,4702
B05_multi_method_annotation,minimax_omicverse,MiniMax-M2.7,0,31,705183,41231,8560
B04_multi_method_batch_correction,minimax_omicverse,MiniMax-M2.7,1,30,553478,30708,14328
